Unnamed: 0,index,Hospital Name,Address,State,ZIP Code,County Name,Condition,Measure Name,Score
158,158,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
159,159,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,VT,5009,WINDSOR,Emergency Department (ED) Measures,Door to diagnostic eval,
160,160,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,FL,33125,MIAMI-DADE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,269.0
161,161,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,310.0
162,162,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Acute Myocardial Infarction (AMI),Median Time to ECG,
163,163,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,SC,29401,CHARLESTON,Preventative Care Measures,Patients assessed and given influenza vaccination,89.0
164,164,BATH VA MEDICAL CENTER,76 VETERANS AVE.,NY,14810,STEUBEN,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
165,165,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109,MONTGOMERY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,365.0
166,166,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,GA,30033,DEKALB,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,511.0
167,167,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,WV,25704,WAYNE,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
168,168,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,VA,23667,HAMPTON CIT,Acute Myocardial Infarction (AMI),Median Time to ECG,
169,169,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
170,170,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
171,171,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,MI,49801,DICKINSON,Preventative Care Measures,Patients assessed and given influenza vaccination,96.0
172,172,TOGUS VA MEDICAL CENTER,1 VA CENTER,ME,4330,KENNEBEC,Emergency Department (ED) Measures,Median time to pain med,
173,173,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,IL,60612,COOK,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,247.0
174,174,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,IL,60612,COOK,Emergency Department (ED) Measures,Median time to pain med,
175,175,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
176,176,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,FL,33125,MIAMI-DADE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
177,177,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,PA,16602,BLAIR,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
178,178,MADISON VA MEDICAL CENTER,2500 OVERLOOK TERRACE,WI,53705,DANE,Emergency Department (ED) Measures,Door to diagnostic eval,
179,179,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
180,180,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
181,181,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,DC,20422,DISTRICT OF,Emergency Department (ED) Measures,Door to diagnostic eval,
182,182,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,FL,33410,PALM BEACH,Emergency Department (ED) Measures,Head CT results,
183,183,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,MI,48105,WASHTENAW,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,190.0
184,184,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,MO,65201,BOONE,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
185,185,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
186,186,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,246.0
187,187,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Emergency Department (ED) Measures,Door to diagnostic eval,
188,188,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Acute Myocardial Infarction (AMI),Median Time to ECG,
189,189,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,NC,28144,ROWAN,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
190,190,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,MA,1053,HAMPSHIRE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
191,191,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,8.0
192,192,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
193,193,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
194,194,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,NC,28301,CUMBERLAND,Emergency Department (ED) Measures,Median time to pain med,
195,195,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,KY,40206,JEFFERSON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,288.0
196,196,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
197,197,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,CT,6516,NEW HAVEN,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
198,198,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,NJ,7018,ESSEX,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,143.0
199,199,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,NY,13210,ONONDAGA,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,237.0
200,200,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Preventative Care Measures,Patients assessed and given influenza vaccination,77.0
201,201,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,PR,921,SAN JUAN,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
202,202,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,56.0
203,203,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,VA,23667,HAMPTON CIT,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
204,204,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
205,205,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,DE,19805,NEW CASTLE,Emergency Department (ED) Measures,Median time to pain med,
206,206,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,SC,29209,RICHLAND,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
207,207,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,KY,40206,JEFFERSON,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
208,208,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,79.0
209,209,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,171.0
210,210,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
211,211,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Emergency Department (ED) Measures,Door to diagnostic eval,
212,212,DURHAM VA MEDICAL CENTER,508 FULTON STREET,NC,27705,DURHAM,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
213,213,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Emergency Department (ED) Measures,Head CT results,
214,214,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,WV,25405,BERKELEY,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
215,215,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,NY,12208,ALBANY,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
216,216,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
217,217,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,DC,20422,DISTRICT OF,Emergency Department (ED) Measures,Head CT results,
218,218,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,VA,23667,HAMPTON CIT,Preventative Care Measures,Patients assessed and given influenza vaccination,79.0
219,219,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,WI,53295,MILWAUKEE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,301.0
220,220,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,GA,31021,LAURENS,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
221,221,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Preventative Care Measures,Patients assessed and given influenza vaccination,95.0
222,222,JAMES E. VAN ZANDT VA MEDICAL CENTER - ALTOONA,2907 PLEASANT VALLEY BOULEVARD,PA,16602,BLAIR,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
223,223,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,TN,38104,SHELBY,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,453.0
224,224,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,MD,21201,BALTIMORE C,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
225,225,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
226,226,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,NY,10468,BRONX,Emergency Department (ED) Measures,Head CT results,
227,227,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,NY,10548,WESTCHESTER,Acute Myocardial Infarction (AMI),Median Time to ECG,
228,228,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Blood clot prevention and treatment,Hospital acquired potentially preventable venous thromboembolism,
229,229,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,KY,40502,FAYETTE,Emergency Department (ED) Measures,Door to diagnostic eval,
230,230,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,NC,28144,ROWAN,Emergency Department (ED) Measures,Head CT results,
231,231,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
232,232,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",AL,35404,TUSCALOOSA,Preventative Care Measures,Patients assessed and given influenza vaccination,30.0
233,233,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PA,19104,PHILADELPHI,Acute Myocardial Infarction (AMI),Median Time to ECG,
234,234,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,MD,21201,BALTIMORE C,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
235,235,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,OH,45428,MONTGOMERY,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
236,236,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109,MONTGOMERY,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,224.0
237,237,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
238,238,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,VA,24153,SALEM,Preventative Care Measures,Patients assessed and given influenza vaccination,86.0
239,239,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,MI,48105,WASHTENAW,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
240,240,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
241,241,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,SC,29401,CHARLESTON,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
242,242,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
243,243,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,IL,60141,COOK,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
244,244,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NY,10010,NEW YORK,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,291.0
245,245,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,RI,2908,PROVIDENCE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
246,246,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,NC,28301,CUMBERLAND,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
247,247,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Acute Myocardial Infarction (AMI),Median Time to ECG,
248,248,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,NY,13210,ONONDAGA,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
249,249,VA ANN ARBOR HEALTHCARE SYSTEM,2215 FULLER ROAD,MI,48105,WASHTENAW,Preventative Care Measures,Patients assessed and given influenza vaccination,84.0
250,250,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,MA,2130,SUFFOLK,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
251,251,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,IL,60141,COOK,Emergency Department (ED) Measures,Median time to pain med,
252,252,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,IN,46202,MARION,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
253,253,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,SC,29401,CHARLESTON,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,218.0
254,254,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,AL,35233,JEFFERSON,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,330.0
255,255,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,NY,10548,WESTCHESTER,Emergency Department (ED) Measures,Head CT results,
256,256,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,WI,54660,MONROE,Emergency Department (ED) Measures,Door to diagnostic eval,
257,257,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,MI,48201,WAYNE,Emergency Department (ED) Measures,Median time to pain med,
258,258,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Emergency Department (ED) Measures,Head CT results,
259,259,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,252.0
260,260,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,AL,36109,MONTGOMERY,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
261,261,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,MA,1730,MIDDLESEX,Emergency Department (ED) Measures,Median time to pain med,
262,262,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,PA,18711,LUZERNE,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
263,263,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,WV,25801,RALEIGH,Emergency Department (ED) Measures,Median time to pain med,
264,264,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,FL,33612,HILLSBOROUG,Emergency Department (ED) Measures,Median time to pain med,
265,265,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,MI,48602,SAGINAW,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
266,266,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO,820 S DAMEN STREET,IL,60612,COOK,Preventative Care Measures,Patients assessed and given influenza vaccination,79.0
267,267,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,IN,46953,GRANT,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
268,268,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,WI,53295,MILWAUKEE,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,87.0
269,269,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,OH,45601,ROSS,Emergency Department (ED) Measures,Door to diagnostic eval,
270,270,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,NJ,7018,ESSEX,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,361.0
271,271,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,TN,38104,SHELBY,Acute Myocardial Infarction (AMI),Median Time to Fibrinolysis,
272,272,UPSTATE NEW YORK VA HEALTHCARE SYSTEM - WESTERN NY,3495 BAILEY AVENUE,NY,14215,ERIE,Emergency Department (ED) Measures,Head CT results,
273,273,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,VA,23249,RICHMOND CI,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
274,274,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,NJ,7018,ESSEX,Preventative Care Measures,Patients assessed and given influenza vaccination,67.0
275,275,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,NY,10548,WESTCHESTER,Emergency Department (ED) Measures,Admit Decision Time to ED Departure Time for Admitted Patients,
276,276,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,WI,53295,MILWAUKEE,Acute Myocardial Infarction (AMI),Median Time to ECG,
277,277,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,TN,37212,DAVIDSON,Preventative Care Measures,Patients assessed and given influenza vaccination,90.0
278,278,BATH VA MEDICAL CENTER,76 VETERANS AVE.,NY,14810,STEUBEN,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
279,279,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,PA,16504,ERIE,Acute Myocardial Infarction (AMI),Aspirin at Arrival,
280,280,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,PA,19320,CHESTER,Acute Myocardial Infarction (AMI),Median Time to Transfer to Another Facility for Acute Coronary Intervention,
281,281,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,TN,38104,SHELBY,Acute Myocardial Infarction (AMI),Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,
282,282,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,IL,61832,VERMILION,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for discharged ED patients,
283,283,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,MA,1730,MIDDLESEX,Emergency Department (ED) Measures,Median time from ED arrival to ED departure for admitted ED patients,
